Employee_ID,Full_Name,Email,Phone,Gender,Age,Department,Job_Title,Location,Joining_Date,Years_Experience,Annual_Salary_INR,Performance_Rating,Is_Active
1337,Priya Singh,,+91-6313149647,F,56.0,Marketing,Senior Analyst,Bombay,12/01/2023,4,472046,excellent,N
1409,Meera Rao,meera.rao@outlook.com,+91-8661018082,f,34.0,Information Technology,SQL Developer,Hyderabad,,20,1096917,5,
1198,Rahul Nair,rahul.nair@yahoo.com,+91-6410902725,Other,,OPERATIONS,SQL Developer,Bengaluru,2023-05-26,14,1629386,High Performer,Yes
1676,Kiran Rao,kiran.rao@company.in,+91-8486504625,Male,22.0,finance,Manager,Bombay,"February 05, 2022",30,1117096,Not Rated,no
1025,Priya Singh,priya.singh@yahoo.com,919937258287,,29.0,it,SQL Developer,Delhi,2023-03-16,22,523453,3,
1229,Sneha Kumar,sneha.kumar@outlook.com,+91-6266297557,M,46.0,Sales,data analyst,Hyderabad,28/07/2022,,70405 INR,High Performer,No
1234,Priya Gupta,priya.gupta@hotmail.com,+91-7898025111,F,42.0,IT,,Pune,2023-06-11,15,865741,Poor,Yes
1313,,employee777@company.in,,f,28.0,Marketing,data analyst,Bengaluru,"January 06, 2023",2,41442 INR,Not Rated,Yes
1359,ravi nair,ravi.nair@outlook.com,+91-6282567012,Other,38.0,OPERATIONS,BI Developer,Bengaluru,09-15-2019,25,1241293,Average,TRUE
1472,VIKRAM SHARMA,N/A,XXXXXXXXXX,f,56.0,Finance,Finance Analyst,Hyderabad,26/11/2018,13,1374666,5,Y
1205,Vikram Kumar,vikram.kumar@outlook.com,XXXXXXXXXX,Male,45.0,Marketing,Sql Developer,Pune,2020/07/13,,355075,GOOD,
1228,Ananya Reddy,ananya.reddy@company.in,+91-9415206273,m,47.0,Finance,Manager,Chennai,04-Dec-2020,3,102642 INR,4,0
1482,Vikram Kumar,vikram.kumar@gmail.com,+91-8663784672,Male,48.0,hr,Data Analyst,Chennai,,3,108386 INR,excellent,no
1040,Pooja Mishra,pooja.mishra@hotmail.com,+91-7458641659,Unknown,57.0,Fin,Manager,Chennai,2023/06/15,27,1107902,GOOD,Y
1392,Aakash Mehta,aakash.mehta@outlook.com,+91-8902436255,Unknown,45.0,it,HR Executive,Chennai,2020-06-15,17,,,Yes
1111,Pooja Iyer,pooja.iyer@company.in,+91-7950244847,Unknown,52.0,hr,HR Executive,,01-09-2021,14,477627,EXCELLENT,no
1719,Sneha Singh,sneha.singh@gmail.com,+91-8524639163,male,41.0,HR,Senior Analyst,Delhi,2018-05-07,21,1473433,3,0
1164,Ravi Joshi,ravi.joshi@outlook.com,+91-6441048728,FEMALE,47.0,Finance,data analyst,Chennai,2019-06-16,1,809067,Good,No
1274,Divya Kumar,divya.kumar@company.in,,Female,29.0,Operations,HR Executive,MUMBAI,,25,655641,4,Yes
1255,Neha Rao,neha.rao@company.in,,Female,50.0,Human Resources,BI Developer,Pune,,27,655470,Good,Y
1753,Neha Patel,neha.patel@yahoo.com,+91-9884239550,male,32.0,Information Technology,SQL Developer,chennai,27/09/2021,15,931518,,N
1512,Kiran Iyer,kiran.iyer@gmail.com,+91-8737456406,male,54.0,Marketing,BI Developer,Delhi,08-25-2022,5,606047,Poor,yes
1422,Divya Rao,divya.raogmail.com,+91-7526393650,Female,43.0,Information Technology,SENIOR ANALYST,Bombay,21-Sep-2022,1,50,N/A,Yes
1341,Ravi Nair,ravi.nair@gmail.com,+91-9112232225,m,25.0,finance,Sql Developer,Bangalore,18/02/2020,,928626,Average,no
1755,Suresh Iyer,suresh.iyer@yahoo.com,+91-6798534963,male,22.0,finance,Finance Analyst,hyderabad,2019-09-06,6,461315,5,TRUE
1184,Suresh Nair,suresh.nair@company.in,+91-9423198820,Unknown,31.0,Information Technology,SENIOR ANALYST,Bombay,07/07/2018,10,817136,N/A,Yes
1026,Meera Pillai,meera.pillai@outlook.com,,female,49.0,it,,Chennai,03-29-2023,28,1339773,Not Rated,1
1423,  Ananya Sharma  ,ananya.sharma@company.in,+91-7871953450,Female,38.0,OPERATIONS,,,,1,710094,N/A,0
1182,Sneha Rao,sneha.rao@outlook.com,+91-8799051568,Other,27.0,Fin,Senior Analyst,Mumbai,"October 13, 2021",1,584142,3,Y
1167,Suresh Pillai,suresh.pillai@outlook.com,+91-7336543313,F,46.0,Marketing,,,06-09-2022,5,1129826,Not Rated,No
1355,Pooja Nair,pooja.nair@outlook.com,+91-8324194503,F,47.0,it,BI Developer,Bangalore,2021-05-13,0,1600637,EXCELLENT,No
1191,Rahul Singh,rahul.singh@hotmail.com,+91-6633117102,F,55.0,OPERATIONS,Sql Developer,Bangalore,02-20-2021,3,991099,average,1
1768,Divya Mehta,divya.mehta@company.in,+91-8591280431,Female,25.0,hr,Finance Analyst,Bangalore,2020-08-06,three years,1203067,5,Y
1636,Vikram Kumar,vikram.kumar@company.in,+91-7584112736,MALE,33.0,Operations,data analyst,Bombay,,18,1665323,excellent,
1669,Arjun Nair,arjun.nair@company.in,+91-8223421188,F,50.0,Marketing,Finance Analyst,chennai,2021-09-23,13,585473,High Performer,0
1574,arjun kumar,arjun.kumar@yahoo.com,+91-8913277923,Other,,HR,HR Executive,bangalore,2019-07-02,21,1565025,EXCELLENT,No
1799,,employee806@gmail.com,+91-7019570931,Female,55.0,hr,Manager,MUMBAI,2021/04/20,7,721216,average,no
1363,Vikram Verma,vikram.verma@outlook.com,+91-9587048998,FEMALE,24.0,MARKETING,Sql Developer,bangalore,15/04/2019,10,672532,2,
1106,Arjun Patel,arjun.patel@yahoo.com,+91-6234536518,MALE,54.0,finance,Manager,Bombay,14/06/2019,7,969280,3,N
1683,Divya Reddy,divya.reddy@gmail.com,+91-6839267208,m,36.0,OPERATIONS,BI Developer,,2022-06-07,27,1757432,2,0
1256,Pooja Patel,pooja.patel@company.in,+91-8751161865,Male,24.0,Finance,Data Analyst,Bangalore,2018/08/19,28,1507706,3,0
1699,SNEHA JOSHI,sneha.joshi@company.in,+91-9372682391,m,22.0,finance,Data Analyst,MUMBAI,2020-05-24,15,983432,Average,yes
1792,Swati Mehta,swati.mehta@gmail.com,,MALE,27.0,hr,Finance Analyst,Hyderabad,09-Oct-2020,1,1124044,,1
1367,Rahul Rao,rahul.rao@yahoo.com,+91-8984064140,,47.0,hr,BI Developer,chennai,,4,1482480,Excellent,N
1703,Divya Mishra,divya.mishra@hotmail.com,+91-8007477968,Other,47.0,Sales,Data Analyst,Chennai,05-Aug-2019,19,1444267,,N
1436,Arjun Pillai,arjun.pillai@hotmail.com,+91-7422258790,MALE,34.0,Finance,SENIOR ANALYST,Chennai,2019-11-14,12,1453641,Poor,no
1374,Vikram Sharma,vikram.sharma@company.in,+91-8431367698,Unknown,26.0,IT,Manager,chennai,27/12/2019,14,,5,N
1316,Kiran Sharma,kiran.sharma@outlook.com,+91-8646142846,male,57.0,IT,Data Analyst,Bangalore,,20,1785553,Not Rated,
1043,Divya Kumar,divya.kumar@yahoo.com,+91-7411408078,m,57.0,Finance,Sql Developer,Bengaluru,2021-04-04,8,910965,,0
1131,ANANYA RAO,ananya.rao@company.in,+91-7951212610,Female,44.0,Sales,Manager,Bengaluru,"January 08, 2019",4,445036,3,N
1441,Divya Patel,divya.patel@outlook.com,+91-9910752537,female,39.0,Human Resources,Sql Developer,Chennai,2021-08-03,,1158032,average,yes
1152,Sneha Sharma,,,FEMALE,34.0,Human Resources,Manager,bangalore,2022-12-18,8,591879,,Yes
1566,Ravi Rao,ravi.rao@company.in,+91-8743483601,male,47.0,HR,HR Executive,Chennai,"December 08, 2021",27,807555,average,N
1597,Swati Verma,swati.verma@yahoo.com,+91-6989019333,Female,38.0,HR,,Mumbai,2022-09-07,13,623261,Good,TRUE
1038,Ravi Iyer,ravi.iyer@yahoo.com,+91-6915422939,Other,54.0,Fin,Data Analyst,hyderabad,25-Feb-2020,10,1090607,N/A,No
1037,,employee825@yahoo.com,+91-9155023597,M,26.0,Finance,Manager,Bengaluru,"January 15, 2022",9,50,Good,Yes
1559,,employee826@yahoo.com,+91-9498906591,female,43.0,Marketing,Finance Analyst,Delhi,2023-04-01,25,1420649,EXCELLENT,Yes
1153,  Rahul Pillai  ,rahul.pillai@outlook.com,+91-9178625372,female,54.0,Finance,Senior Analyst,Chennai,"February 22, 2018",30,1750618,Average,TRUE
1708,Aakash Reddy,,+91-7719329399,Male,56.0,it,SQL Developer,Hyderabad,"July 16, 2020",5,377102,average,FALSE
1078,Neha Nair,,+91-6028885322,,58.0,it,Senior Analyst,hyderabad,07/11/2018,17,1053987,Not Rated,0
1115,Pooja Mehta,pooja.mehta@company.in,+91-6316672924,,50.0,Marketing,SENIOR ANALYST,Hyderabad,2020-06-28,2,1425973,good,0
1430,Suresh Sharma,suresh.sharma@hotmail.com,+91-8382382306,m,58.0,IT,data analyst,Bombay,2018/11/10,16,478220,5,Yes
1575,Aakash Verma,aakash.verma@yahoo.com,917891538480,Male,37.0,Human Resources,data analyst,Bangalore,2018-07-29,6,62536 INR,Good,
1438,Meera Kumar,meera.kumar@company.in,+91-6855226225,Male,51.0,Finance,Senior Analyst,Bangalore,10-19-2018,26,1044507,Not Rated,Yes
1723,Suresh Kumar,suresh.kumar@gmail.com,+91-6747954010,,23.0,Information Technology,SENIOR ANALYST,,2023/03/27,0,1584878,Excellent,TRUE
1565,,employee835@outlook.com,+91-7125276504,Unknown,38.0,sales,SQL Developer,chennai,02-Apr-2021,23,,Good,0
1453,,employee836@yahoo.com,+91-7459505001,female,150.0,MARKETING,Finance Analyst,,2022-08-18,7,1720761,average,TRUE
1760,Aakash Iyer,aakash.iyer@gmail.com,+91-7056408479,FEMALE,36.0,hr,Finance Analyst,MUMBAI,07-18-2019,18,995408,3,1
1166,Rahul Patel,,+91-6092307558,Male,48.0,Operations,data analyst,bangalore,01-Jan-2018,29,1202730,EXCELLENT,Yes
1269,Neha Nair,,+91-7124373488,Male,55.0,HR,data analyst,,2019-06-29,4,42924 INR,4,No
1653,Pooja Sharma,pooja.sharma@hotmail.com,+91-6090167505,female,38.0,Information Technology,,Delhi,26-Dec-2020,28,1370965,Not Rated,1
1134,Ravi Sharma,ravi.sharma@company.in,+91-6589456484,Other,27.0,MARKETING,Manager,hyderabad,2021-06-11,,1470197,Good,TRUE
1790,Neha Sharma,invalid-email,+91-9381917721,female,43.0,OPERATIONS,Senior Analyst,Bangalore,2022-12-08,1,1506356,2,FALSE
1342,SNEHA KUMAR,sneha.kumar@hotmail.com,+91-7453345091,male,150.0,HR,SENIOR ANALYST,bangalore,"October 09, 2018",23,1084585,N/A,FALSE
1004,Aakash Rao,aakash.rao@hotmail.com,+91-7310275883,male,44.0,HR,Data Analyst,MUMBAI,,1,1725131,N/A,Y
1046,Divya Reddy,divya.reddy@hotmail.com,+91-7587594499,m,58.0,Finance,Sql Developer,hyderabad,,12,1349552,good,Yes
1284,Swati Singh,swati.singh@company.in,+91-8838581316,F,34.0,Sales,Manager,,17/05/2021,25,351511,N/A,no
1646,Rahul Singh,rahul.singh@gmail.com,+91-8263133100,F,34.0,OPERATIONS,BI Developer,MUMBAI,2020-05-20,3,919566,4,FALSE
1488,Ananya Mehta,ananya.mehta@company.in,+91-8676639842,MALE,37.0,sales,Data Engineer,Bombay,30/06/2021,7,480050,Good,1
1095,Ravi Iyer,ravi.iyer@gmail.com,+91-9772647030,Other,35.0,Marketing,data analyst,MUMBAI,"July 02, 2018",two,48569 INR,EXCELLENT,Y
1053,Meera Kumar,meera.kumar@hotmail.com,+91-6508924953,,37.0,Marketing,HR Executive,Hyderabad,01-Jun-2018,13,1019462,Poor,
1258,Vikram Rao,vikram.rao@company.in,+91-9969217513,,44.0,hr,Data Engineer,Hyderabad,27/08/2022,4,733832,High Performer,yes
1501,Kiran Reddy,kiran.reddy@gmail.com,793-7278962,MALE,28.0,Operations,Data Analyst,Mumbai,16-Apr-2021,7,1030438,good,no
1518,Aakash Verma,aakash.verma@.com,+91-8732213159,Male,27.0,Operations,Senior Analyst,Chennai,01-03-2020,2,1218900,GOOD,
1690,Sneha Mehta,sneha.mehta@hotmail.com,+91-6198406825,m,53.0,Operations,Data Analyst,Hyderabad,08-Aug-2022,,1248850,5,no
1650,Rahul Nair,rahul.nair@gmail.com,+91-8522545423,Other,56.0,OPERATIONS,Data Engineer,,2022-01-03,5,929699,Average,0
1704,Ravi Patel,ravi.patel@outlook.com,+91-8299819036,M,52.0,OPERATIONS,Sql Developer,Hyderabad,10-Aug-2018,27,,EXCELLENT,Y
1209,Aakash Pillai,aakash.pillai@outlook.com,+91-6638090067,FEMALE,42.0,OPERATIONS,SQL Developer,chennai,,18,347364,,Y
1352,Rahul Kumar,rahul.kumar@yahoo.com,+91-6228745556,Male,58.0,Human Resources,,Bangalore,2022-01-13,,1658891,EXCELLENT,0
1735,Priya Patel,priya.patel@yahoo.com,+91-7202905677,,53.0,Marketing,Data Engineer,Delhi,2023-01-06,24,51542 INR,Excellent,N
1216,,employee860@outlook.com,+91-9657175992,Unknown,54.0,Information Technology,HR Executive,,12-01-2019,22,811522,Good,no
1620,Vikram Verma,vikram.verma@gmail.com,+91-8508614018,Unknown,36.0,it,SQL Developer,hyderabad,2019-05-25,25,1457439,3,Yes
1289,VIKRAM PILLAI,vikram.pillai@company.in,+91-6898668512,MALE,30.0,Sales,Data Engineer,Bangalore,"February 24, 2023",20,1474088,EXCELLENT,Yes
1279,Pooja Gupta,pooja.gupta@outlook.com,+91-9370111473,m,200.0,Fin,Manager,MUMBAI,20/10/2019,20,1268997,Poor,TRUE
1160,Neha Reddy,neha.reddy@company.in,+91-8849720249,Female,56.0,Operations,HR Executive,Mumbai,2020/03/31,,1149446,average,FALSE
1567,Meera Singh,meera.singh@company.in,+91-6719121589,Male,,IT,Senior Analyst,chennai,2022-05-16,12,690881,Excellent,FALSE
1761,Rahul Singh,rahul.singh@hotmail.com,+91-9226843425,female,33.0,HR,data analyst,MUMBAI,02-07-2023,10,1206251,GOOD,TRUE
1110,Arjun Iyer,arjun.iyer@gmail.com,+91-9226105697,f,29.0,it,Manager,Hyderabad,"January 08, 2020",9,1587875,5,yes
1119,Ravi Rao,ravi.rao@yahoo.com,+91-8141418189,Male,51.0,OPERATIONS,Senior Analyst,Chennai,"March 17, 2022",8,1242827,good,N
1271,Neha Iyer,neha.iyer@gmail.com,+91-6768792768,female,22.0,Sales,Finance Analyst,Bombay,10-11-2020,19,1115447,3,N
1138,Sneha Iyer,sneha.iyer@outlook.com,+91-7605796870,female,,Human Resources,Data Engineer,hyderabad,21/06/2019,25,,GOOD,Yes
1107,sneha pillai,sneha.pillai@outlook.com,+91-8075745031,f,28.0,Operations,,Delhi,16/06/2021,21,883731,4,no
1680,Rahul Singh,rahul.singh@yahoo.com,+91-8125115553,FEMALE,38.0,IT,Data Engineer,bangalore,2020/05/28,5 yrs,431205,3,yes
1307,Rahul Joshi,rahul.joshi@outlook.com,+91-8496177821,Male,38.0,Human Resources,HR Executive,Bengaluru,2021-08-24,1,1425937,Good,
1568,PRIYA VERMA,priya.verma@company.in,+91-9956460401,F,52.0,Fin,Data Analyst,Bombay,23-Nov-2022,29,983639,excellent,N
1664,Priya Verma,priya.verma@yahoo.com,+91-8790600319,Unknown,43.0,hr,Data Analyst,bangalore,"November 28, 2021",28,538980,excellent,Yes
1684,Kiran Nair,kiran.nair@yahoo.com,,Female,53.0,Operations,Data Engineer,Pune,2019-07-15,,1326522,GOOD,No
1009,Swati Gupta,swati.gupta@outlook.com,+91-7941669093,f,48.0,it,Manager,Bombay,2022-06-02,14,1640307,Avg,FALSE
1542,  Divya Patel  ,divya.patel@outlook.com,+91-7700377445,F,45.0,OPERATIONS,SQL Developer,Pune,03/04/2020,11,1115035,2,no
1670,pooja iyer,pooja.iyer@gmail.com,+91-7825459235,m,47.0,HR,,chennai,,20,1531038,average,TRUE
1075,Priya Verma,priya.verma@hotmail.com,+91-8454017128,male,33.0,IT,Senior Analyst,Bangalore,11/01/2023,2,76135 INR,EXCELLENT,N
1627,Rahul Sharma,rahul.sharma@hotmail.com,+91-9618216170,MALE,58.0,Finance,SQL Developer,Bombay,05-01-2022,24,1594703,Avg,Y
1310,Aakash Iyer,,+91-8364602747,female,28.0,OPERATIONS,data analyst,hyderabad,"December 04, 2021",10,1712618,2,yes
1721,Vikram Iyer,vikram.iyer@hotmail.com,827-9704367,male,37.0,sales,SENIOR ANALYST,Hyderabad,2021-05-02,3,923787,Excellent,TRUE
1557,Sneha Gupta,sneha.gupta@hotmail.com,+91-6176707493,m,46.0,OPERATIONS,SENIOR ANALYST,chennai,2021-01-24,23,1537672,2,yes
1750,Pooja Iyer,pooja.iyer@hotmail.com,+91-8667715097,Male,31.0,Marketing,Senior Analyst,Bengaluru,2022-11-10,18,47556 INR,2,Y
1449,PRIYA MISHRA,priya.mishra@outlook.com,+91-7937679663,,22.0,Human Resources,Manager,Chennai,08-03-2020,22,800323,3,No
1584,Rahul Patel,rahul.patel@hotmail.com,+91-7756438810,Unknown,53.0,finance,Senior Analyst,hyderabad,"July 18, 2018",23,683872,Avg,FALSE
1292,SWATI SHARMA,swati.sharma@outlook.com,+91-8136931179,f,55.0,Finance,Senior Analyst,Delhi,,10,596450,EXCELLENT,1
1379,Vikram Kumar,vikram.kumar@company.in,+91-7642270644,M,42.0,Finance,Data Engineer,chennai,2019-07-09,8,1177110,,Y
1251,Sneha Patel,sneha.patel@company.in,,M,41.0,Operations,Manager,,24/11/2020,13,1505455,Avg,yes
1797,Aakash Joshi,aakash.joshi@hotmail.com,+91-8771778007,m,58.0,Fin,Manager,Delhi,01-Jun-2022,2,689553,Excellent,0
1358,Divya Kumar,divya.kumar@company.in,NA,F,,hr,Senior Analyst,Mumbai,2022/09/16,14,1426966,3,Yes
1136,Ravi Joshi,ravi.joshi@gmail.com,+91-9375300097,m,32.0,Operations,SQL Developer,Hyderabad,06-28-2021,16,1653208,Good,
1143,Vikram Singh,vikram.singh@gmail.com,+91-6978142717,MALE,-5.0,Operations,SENIOR ANALYST,Bangalore,2023-02-26,15,663299,High Performer,yes
1519,Arjun Mishra,arjun.mishra@outlook.com,879-4360587,male,28.0,finance,BI Developer,Pune,2021-07-07,21,1326853,excellent,
1359,Suresh Reddy,suresh.reddy@yahoo.com,+91-7414080581,female,43.0,OPERATIONS,SENIOR ANALYST,chennai,"April 24, 2023",28,692374,GOOD,0
1551,Rahul Singh,rahul.singh@gmail.com,+91-9200658366,Other,45.0,IT,Senior Analyst,Bangalore,2021-01-23,19,1245817,Average,yes
1076,Aakash Rao,aakash.rao@outlook.com,+91-8935779057,f,38.0,Information Technology,BI Developer,,16-Jun-2021,21,1052959,Poor,no
1103,Sneha Pillai,sneha.pillai@hotmail.com,+91-6818803017,M,48.0,IT,Data Analyst,Bangalore,2021-12-02,25,1316298,Poor,no
1577,Vikram Singh,vikram.singh@gmail.com,+91-6592126205,F,34.0,Information Technology,Data Engineer,MUMBAI,,28,1105189,good,Y
1637,Rahul Singh,rahul.singh@hotmail.com,+91-9231461895,female,56.0,Operations,Data Engineer,Bengaluru,2019-10-01,N/A,1359980,,N
1470,Swati Verma,swati.verma@yahoo.com,+91-8332706818,F,40.0,Marketing,data analyst,,"March 07, 2021",N/A,1158016,Average,No
1010,priya mishra,priya.mishra@gmail.com,+91-6036652731,M,54.0,Finance,data analyst,chennai,11/11/2021,9,1171640,good,No
1075,Arjun Sharma,arjun.sharma@gmail.com,+91-7210516208,MALE,50.0,HR,Senior Analyst,Pune,2019/11/02,2,1230824,Not Rated,Yes
1770,Sneha Kumar,sneha.kumar@hotmail.com,+91-9363510233,Female,46.0,Operations,,Bangalore,"April 19, 2021",8,473372,5,Yes
1611,Neha Pillai,,+91-7742719407,,51.0,MARKETING,data analyst,MUMBAI,2019-10-05,4,762483,good,0
1469,,employee907@hotmail.com,+91-9254752295,M,31.0,Marketing,SENIOR ANALYST,Pune,15/08/2018,27,876408,Avg,Yes
1308,Kiran Pillai,kiran.pillai@hotmail.com,+91-8027241711,FEMALE,43.0,hr,,Chennai,06-10-2021,30,905385,3,
1661,Rahul Sharma,rahul.sharma@gmail.com,+91-9269159595,Male,58.0,OPERATIONS,data analyst,Chennai,01-19-2022,9,1259072,average,TRUE
1688,Suresh Mishra,suresh.mishra@hotmail.com,+91-9717148679,FEMALE,26.0,Fin,Data Engineer,hyderabad,,21,1338747,Not Rated,
1135,Ravi Patel,ravi.patel@outlook.com,+91-6974641050,f,-5.0,OPERATIONS,data analyst,MUMBAI,10-Jan-2020,4,537420,average,Yes
1406,Ananya Mehta,ananya.mehta@yahoo.com,+91-6901406355,,42.0,Fin,Sql Developer,bangalore,2021-11-28,13,861803,average,N
1584,rahul kumar,rahul.kumar@yahoo.com,+91-8215453003,,39.0,hr,Data Engineer,Delhi,2022-12-26,20,1069364,Avg,no
1245,Aakash Nair,aakash.nair@company.in,+91-8373464440,m,47.0,finance,Senior Analyst,Hyderabad,21/12/2019,,387263,Poor,Yes
1271,Aakash Nair,aakash.nair@hotmail.com,+91-9103158331,Other,50.0,Operations,HR Executive,chennai,,0,1225612,Poor,
1734,Sneha Mishra,sneha.mishra@outlook.com,+91-7463121724,MALE,45.0,Operations,Data Analyst,Mumbai,2018-06-10,7,1191614,3,1
1686,Arjun Verma,arjun.vermagmail.com,+91-7344646168,female,55.0,Finance,Data Engineer,,2021-10-30,16,115678 INR,EXCELLENT,1
1210,,employee918@gmail.com,+91-7841651780,male,48.0,Fin,HR Executive,hyderabad,2019-04-11,13,924340,Average,TRUE
1268,Swati Gupta,swati.gupta@yahoo.com,+91-8997634920,Female,23.0,Finance,Senior Analyst,Chennai,2019-03-01,20,367592,Not Rated,1
1324,Ravi Pillai,ravi.pillai@gmail.com,+91-7884119695,Male,37.0,hr,Sql Developer,Mumbai,06-Oct-2019,10,1031018,,Y
1536,Suresh Verma,suresh.verma@yahoo.com,+91-8398510824,MALE,27.0,sales,Manager,Bombay,04-21-2020,21,482416,EXCELLENT,no
1579,MEERA GUPTA,meera.gupta@hotmail.com,,Other,47.0,finance,Data Engineer,Mumbai,"July 24, 2018",26,546176,excellent,Yes
1598,Priya Singh,priya.singh@gmail.com,+91-6551240340,Female,26.0,finance,,Chennai,2019/11/03,14,796911,N/A,yes
1674,Ravi Patel,ravi.patel@gmail.com,+91-9168848623,Unknown,52.0,IT,Data Analyst,chennai,2021-05-12,4,1532965,Good,No
1430,Ananya Nair,ananya.nair@gmail.com,,female,23.0,sales,SQL Developer,chennai,,9,1790559,,No
1084,Vikram Rao,vikram.rao@gmail.com,+91-7523263613,female,55.0,Information Technology,Senior Analyst,MUMBAI,2018-01-16,8,1197931,,TRUE
1635,Divya Nair,divya.nair@company.in,+91-7800224026,Other,27.0,hr,Senior Analyst,Mumbai,"February 20, 2018",11,591996,Poor,TRUE
1041,Rahul Patel,rahul.patel@hotmail.com,+91-9232504832,f,31.0,Fin,SENIOR ANALYST,Bangalore,07-11-2022,24,733990,Poor,FALSE
1609,Divya Mishra,divya.mishra@hotmail.com,+91-9344247961,Unknown,46.0,OPERATIONS,Data Analyst,Chennai,"September 04, 2019",4,1495532,GOOD,no
1593,SNEHA MISHRA,sneha.mishra@hotmail.com,+91-7286932005,Unknown,37.0,Human Resources,Senior Analyst,bangalore,2019-01-02,14,889478,Good,yes
1253,Swati Verma,,+91-6099814341,M,50.0,hr,Finance Analyst,Pune,2019-08-24,19,653112,3,0
1584,Swati Gupta,swati.gupta@gmail.com,+91-6138336549,Unknown,30.0,HR,Data Analyst,Delhi,"February 08, 2020",22,1776507,good,Yes
1211,Swati Mishra,swati.mishra@company.in,+91-6660098842,,32.0,it,Finance Analyst,Delhi,2022-05-28,5,1501113,Average,Y
1123,Arjun Iyer,arjun.iyer@yahoo.com,+91-7418415203,female,,Human Resources,Manager,hyderabad,,26,1378806,Average,
1414,Sneha Reddy,sneha.reddy@hotmail.com,+91-9432304988,f,42.0,Marketing,HR Executive,Bangalore,2020-04-20,28,1724593,GOOD,N
1241,Suresh Gupta,suresh.gupta@gmail.com,+91-8610641190,M,51.0,Operations,data analyst,Bangalore,2019-11-01,4,584350,2,FALSE
1468,Ravi Rao,ravi.rao@company.in,+91-7678842092,F,56.0,Information Technology,Senior Analyst,Pune,06-21-2019,3,1163179,4,N
1692,NEHA VERMA,neha.verma@company.in,+91-6877052144,FEMALE,57.0,MARKETING,Data Engineer,Hyderabad,"January 30, 2018",,881589,High Performer,0
1070,Neha Mehta,neha.mehta@outlook.com,+91-6273629125,Male,56.0,finance,SQL Developer,Bombay,2019-10-07,4,566103,excellent,1
1610,Rahul Sharma,rahul.sharma@hotmail.com,+91-6808908473,,51.0,hr,SENIOR ANALYST,Bombay,2022/11/07,11,578272,High Performer,1
1071,Meera Singh,meera.singh@outlook.com,+91-7412362910,,58.0,Human Resources,data analyst,Bombay,,17,1791903,Good,FALSE
1191,Ananya Gupta,ananya.gupta@hotmail.com,+91-7939329441,female,56.0,Information Technology,BI Developer,Pune,2019-11-28,21,819159,N/A,N
1755,Suresh Gupta,suresh.gupta@outlook.com,+91-7308442317,f,44.0,it,Senior Analyst,Mumbai,,11,1718166,EXCELLENT,0
1083,Sneha Verma,sneha.verma@hotmail.com,NA,M,36.0,Sales,Manager,MUMBAI,"May 22, 2022",14,598155,EXCELLENT,yes
1521,Neha Reddy,neha.reddy@company.in,+91-6801836494,female,50.0,Sales,SQL Developer,MUMBAI,2022/04/22,5,863540,5,No
1180,,employee946gmail.com,+91-9914198302,m,48.0,HR,SQL Developer,hyderabad,30-May-2023,3,1086793,Good,yes
1162,Suresh Kumar,suresh.kumar@outlook.com,+91-7218987399,Male,41.0,finance,Sql Developer,Bombay,2019-01-29,12,1628813,Excellent,0
1544,  Sneha Sharma  ,sneha.sharma@hotmail.com,+91-7250288707,M,,it,SENIOR ANALYST,Hyderabad,05-20-2020,24,495233,excellent,0
1252,Meera Pillai,meera.pillai@yahoo.com,+91-6300559360,Male,30.0,OPERATIONS,,Delhi,2019/05/12,14,883481,5,TRUE
1440,,employee950@company.in,+91-7583349418,female,52.0,hr,Senior Analyst,Bengaluru,2019-06-13,4,1073998,Avg,Y
1515,Sneha Mehta,sneha.mehta@gmail.com,+91-6737985828,male,53.0,Fin,Sql Developer,Hyderabad,2022-11-29,,1323503,good,yes
1489,Meera Mehta,meera.mehta@company.in,+91-9907614704,F,52.0,finance,Data Analyst,,05-24-2022,16,305186,4,TRUE
1599,Rahul Joshi,rahul.joshi@hotmail.com,+91-6674462136,female,49.0,OPERATIONS,Finance Analyst,,10-16-2022,22,495332,High Performer,Yes
1052,Aakash Patel,aakash.patel@yahoo.com,+91-6554642058,FEMALE,36.0,Operations,BI Developer,Delhi,2022-04-27,28,1261437,EXCELLENT,no
1059,Swati Kumar,swati.kumar@yahoo.com,+91-8054072997,Unknown,57.0,Sales,,Chennai,"November 21, 2019",30,1762320,Good,no
1322,Priya Verma,priya.verma@hotmail.com,+91-7670711748,MALE,48.0,IT,,bangalore,21/04/2018,18,432814,3,TRUE
1766,Vikram Mehta,vikram.mehta@hotmail.com,+91-9718151021,Unknown,49.0,sales,SQL Developer,hyderabad,2020/03/23,25,1134070,3,
1063,Divya Iyer,divya.iyer@outlook.com,+91-9738550295,F,32.0,Finance,SQL Developer,hyderabad,2021/05/21,29,1201026,excellent,yes
1556,Swati Kumar,swati.kumar@yahoo.com,+91-7856287749,FEMALE,46.0,OPERATIONS,,hyderabad,2019-04-14,10,1337492,average,Yes
1754,Swati Reddy,swati.reddy@yahoo.com,+91-8855262673,MALE,36.0,Fin,Sql Developer,,2018-01-19,23,894737,N/A,yes
1594,Ananya Rao,ananya.rao@yahoo.com,+91-8592912343,f,49.0,sales,data analyst,Bombay,11-25-2018,1,1512014,Average,FALSE
